TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
NOSSO QUADRADINHO;B2400174900000;26/04/2024;DEFERIDO;JORNALÍSTICA;;COMUM;SERIADA DE DURAÇÃO INDETERMINADA;252;18;2023;2023;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;CAMARA LEGISLATIVA DO DISTRITO FEDERAL;26.963.645/0001-13;DF;BRASÍLIA
NOTA 10;B2400063400000;15/02/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,9;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;UCLÃ PRODUÇÕES E EVENTOS LTDA.;29.626.669/0001-75;RJ;RIO DE JANEIRO
NOTAS DE YAKECAN;B2400040000000;29/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,0;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;29.714.081 ANDRE MOURA LOPES;29.714.081/0001-73;CE;FORTALEZA
NOVA CUBA - O NORDESTE BRASILEIRO EM DOIS TEMPOS;B2400063000000;15/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;390,4;8;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;JARAGUA PRODUÇÕES E SERVIÇOS LTDA;13.328.225/0001-13;PE;RECIFE
NOVO BALANÇO;B2400213800000;21/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,8;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SUPERNOVA ENTERTAINMENT LTDA;47.209.827/0001-73;SP;SÃO PAULO
NÃO ATENDA;B2400219200000;27/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;14,2;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;GABRIEL PERON DE GODOY;PESSOA FÍSICA;SP;JAGUARIÚNA
NÃO DÁ PRA SER;B2400165300000;19/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FABRICA ESTUDIOS LTDA;03.767.725/0001-06;PE;RECIFE
NÃO EXISTEM MÁRTIRES APENAS MARKETING;B2400176900000;29/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;16,2;;2024;;SALAS DE EXIBIÇÃO;NÃO;JOAO LUCIANO LIMA MARTINS;PESSOA FÍSICA;MA;IMPERATRIZ
NÃO SOMOS MAIS O QUE ÉRAMOS;B2400197600000;14/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;20;;2024;;SALAS DE EXIBIÇÃO;NÃO;SEVERO FILM & PRODUCTION LTDA;29.128.640/0001-63;SP;SÃO PAULO
NÃO VAI FALAR ISSO;B2400127400000;28/03/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,1;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MARIANA LAVIAGUERRE PORTO;PESSOA FÍSICA;SP;SÃO PAULO
NÃO VOLTE MAIS;B2400212400000;21/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;DANYEL FERREIRA SUETH;40.203.694/0001-89;ES;ALEGRE
NÃO VOU VOLTAR;B2400032300000;22/01/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,3;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;POTÊNCIA MUSIC LTDA;41.708.446/0001-52;CE;FORTALEZA
NÓIS É NÓIS;B2400213700000;21/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SUPERNOVA ENTERTAINMENT LTDA;47.209.827/0001-73;SP;SÃO PAULO
NÔMADE FESTIVAL 2024 - MELHORES MOMENTOS;B2400222800000;29/05/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;81;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
O ANIMAL IMAGINADO;B2400002100000;04/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;74,2;;2024;;SALAS DE EXIBIÇÃO;NÃO;CASA DE CINEMA DE PORTO ALEGRE LTDA.;94.625.829/0001-23;RS;PORTO ALEGRE
O ANJO TORTO;B2400008500000;09/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;26,3;;2023;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;GERALDO QUADROS BOMFIM ***********;12.413.832/0001-19;SP;VALINHOS
O BALDIO SOM DE DEUS;B2400125100000;27/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;204,6;8;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;FREDERICO DA CRUZ MACHADO - ME;03.553.092/0001-25;MA;SÃO LUÍS
O BARCO;B2400187200000;07/05/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;17,5;;2024;;SALAS DE EXIBIÇÃO;NÃO;COMPANHIA DAS ARTES PRODUÇÕES ARTÍSTICAS, CULTURAIS E EDUCATIVAS LTDA. ME;00.630.754/0001-25;SP;RIBEIRÃO PIRES
O BARULHO DA NOITE;B2400170900000;24/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;97,4;;2024;;SALAS DE EXIBIÇÃO;NÃO;MZN PUBLICIDADE AUDIO VISUAL LTDA;18.130.655/0001-40;TO;PALMAS
O BEN PARA TODO MAL 2ª TEMPORADA;B2400092000000;04/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;312;13;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;SERGIO ANTONIO KLEIN CALDAS - ME;17.339.249/0001-29;RS;CANOAS
O BERÇO;B2400180100000;30/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2024;;OUTROS MERCADOS;NÃO;EULER PEREIRA LUZ - ME;04.251.830/0001-42;MG;MURIAÉ
O BIXIGA É NOSSO!;B2400143900000;10/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;73,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;OLÉ PRODUÇÕES LTDA;09.019.897/0001-70;SP;SÃO PAULO
O BRILHO CEGA;B2400212300000;21/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2024;;OUTROS MERCADOS;NÃO;CARLOS ANTONIO FELIX DA SILVA;PESSOA FÍSICA;PB;LAGOA SECA
O CASARÃO;B2400039700000;27/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;54,0;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;ANTONIO FRANCISCO ROSARIO MUNOZ EDITORA;05.539.615/0001-04;SP;PRAIA GRANDE
O CAVEIRA;B2400190800000;09/05/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MARCOS VALADAO RIDOLFI - PRODUCOES;17.373.935/0001-16;SP;SÃO PAULO
O CERRADO E OUTROS BICHOS;B2400256300000;25/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;260;10;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;ARTES BRASIL PRODUÇÕES ARTÍSTICAS LTDA;00.614.991/0001-00;MT;CHAPADA DOS GUIMARÃES
O CIDADÃO DE BEM;B2400205600000;20/05/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;22;1;2024;2024;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;FILMERAMA PRODUCOES LTDA;17.514.352/0001-68;CE;FORTALEZA
O CINEMA AINDA É A MAIOR DIVERSÃO;B2400045200000;31/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;16,2;;2024;;OUTROS MERCADOS;NÃO;FOCO PRODUÇÕES LTDA;12.728.448/0001-05;RS;CAXIAS DO SUL
O CLUBE DAS MULHERES DE NEGÓCIOS;B2400187300000;07/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;95;;2024;;SALAS DE EXIBIÇÃO;NÃO;GLAZ ENTRETENIMENTO S.A.;02.140.164/0001-40;RJ;RIO DE JANEIRO
O CONDUTOR DA CABINE;B2400042800000;30/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,1;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;BELA FILMES PRODUÇÕES LTDA ME;13.359.654/0001-58;SP;SÃO PAULO
O CÃO NOSSO DE CADA DIA;B2400209700000;20/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;9,4;;2024;;SALAS DE EXIBIÇÃO;NÃO;RICARDO PINTO MONTEIRO;PESSOA FÍSICA;SP;SÃO PAULO
O DIA EM QUE A MINHA VIDA MUDOU;B2400120000000;21/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;149,9;10;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;LOMA FILMES LTDA;23.723.437/0001-59;SP;SÃO PAULO
O DIABO NA RUA NO MEIO DO REDEMUNHO;B2400004900000;08/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;126,9;;2024;;SALAS DE EXIBIÇÃO;NÃO;DOIS + TRÊS PRODUÇÕES ARTÍSTICAS LTDA ME;15.156.700/0001-47;RJ;RIO DE JANEIRO
O DIARIO DE ALICE;B2400250600000;19/06/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;208;52;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);SIM;RAMON VASCONCELLOS PRODUCOES CINEMATOGRAFICAS;12.112.647/0001-94;RJ;RIO DE JANEIRO
O DISCO DAS HISTÓRIAS;B2400225000000;03/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,0;;2024;;OUTROS MERCADOS;NÃO;MUTUA PRODUCAO CINEMATOGRAFICA LTDA;46.149.071/0001-51;SP;SÃO PAULO
O DISCURSO: A CONSTRUÇÃO DO ÓDIO;B2400256200000;25/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;45,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;CENTRO DE IMPRENSA ASSESSORIA E RÁDIO;00.113.999/0001-85;RJ;RIO DE JANEIRO
O DIVINO E SUA CORTE;B2400112600000;15/03/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;63,3;;2024;;SALAS DE EXIBIÇÃO;NÃO;ELIANE DE CASTRO RIBEIRO;PESSOA FÍSICA;GO;GOIÂNIA
O DIÁRIO DE DANIEL RICHTER;B2400051100000;05/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,2;;2024;;OUTROS MERCADOS;NÃO;WAYNE KELSEN DE ALMEIDA RIBEIRO ***********;37.807.086/0001-79;MG;VESPASIANO
O DONO DO LAR – 7ª TEMPORADA;B2400124900000;26/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM MÚLTIPLAS TEMPORADAS;600;20;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
O EMBROLHO;B2400034800000;23/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15;;2024;;SALAS DE EXIBIÇÃO;NÃO;ROOBERTCHAY DOMINGUES DA ROCHA;PESSOA FÍSICA;GO;GOIÂNIA
O ENIGMA DE MIGUEL;B2400170000000;22/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;16,0;;2024;;OUTROS MERCADOS;NÃO;QUERO FILMES LTDA - ME;09.350.378/0001-90;SP;SANTOS
O EP DE LAURA;B2400217600000;24/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;73,2;;2024;;SALAS DE EXIBIÇÃO;NÃO;LARTY MARK LTDA;03.931.658/0001-05;BA;SALVADOR
O ESPAÇO DO NÃO VER;B2400048900000;02/02/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;11,9;;2024;;OUTROS MERCADOS;NÃO;GUILHERME AUGUSTO BONINI ***********;17.615.265/0001-05;SP;ARARAQUARA
O ESTRANHO;B2400020300000;16/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;107,8;;2024;;SALAS DE EXIBIÇÃO;SIM;LIRACINE PRODUÇÕES AUDIOVISUAIS LTDA - EPP;11.788.633/0001-22;SP;SÃO PAULO
O FENÔMENO ESPORTS;B2400196000000;13/05/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;81,8;;2024;;SALAS DE EXIBIÇÃO;NÃO;CLUBTV PRODUÇÕES E ENTRETENIMENTO LTDA;07.276.440/0001-15;SP;SÃO PAULO
O FILME DA CADEIRA;B2400116800000;19/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,5;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;JONATHAN LAZARO OLIVEIRA ***********;45.332.694/0001-00;SE;ARACAJU
O FLÂNEUR;B2400049000000;02/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,6;;2024;;SALAS DE EXIBIÇÃO;NÃO;GUILHERME AUGUSTO BONINI ***********;17.615.265/0001-05;SP;ARARAQUARA
O FUNDO DO AR É CINZA;B2400227800000;05/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;15,7;;2024;;SALAS DE EXIBIÇÃO;NÃO;CAROLINA VENANCIO MAGALHÃES;PESSOA FÍSICA;RJ;RIO DE JANEIRO
O GATO;B2400008000000;09/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;12,2;;2024;;OUTROS MERCADOS;NÃO;JUNIA TEIXEIRA NOGUEIRA LIMA;31.479.448/0001-63;MG;ARAXÁ
O GOSTO DO CIGARRO;B2400024700000;19/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,4;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;PEDRO CARVALHO DE BARROS;PESSOA FÍSICA;SP;SÃO PAULO
O GRAND FINALE DO SPIDER NO BRASIL;B2400251700000;19/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;45;3;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;RJ;RIO DE JANEIRO
O GUARÁ DE FOGO;B2400234700000;11/06/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;17,8;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;JOAO PAULO FERREIRA DA SILVA;PESSOA FÍSICA;PB;LAGOA SECA
O HOMEM ATRÁS DA JANELA;B2400215500000;22/05/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;8,3;;2024;;SALAS DE EXIBIÇÃO;NÃO;NAUM ROBERTO GOMES;PESSOA FÍSICA;SP;SÃO PAULO
O HÓSPEDE;B2400113300000;15/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25,0;;2024;;SALAS DE EXIBIÇÃO;NÃO;VINICIUS DIEGO SOUSA COLARES;PESSOA FÍSICA;PE;PETROLINA
O IMPOSTOR;B2400006000000;08/01/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,6;;2023;;SALAS DE EXIBIÇÃO;NÃO;RENE MULLER PEREIRA;PESSOA FÍSICA;RS;PORTO ALEGRE
O JAPÃO PELAS LENTES DA HITECH;B2400025600000;19/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;10,5;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;RONAN NARCISO ROCHA LTDA;45.764.903/0001-87;MG;PIRAPORA
O JARDIM;B2400166500000;19/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;RICARDO SILVA DE ARAUJO;PESSOA FÍSICA;BA;ITAJU DO COLÔNIA
O JARDIM;B2400041400000;29/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13;;2024;;SALAS DE EXIBIÇÃO;NÃO;DEVORA FILMES LTDA;21.371.633/0001-86;MG;BELO HORIZONTE
O JUH - LOOP INFINITO;B2400204800000;20/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;2,8;;2023;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;WALDIR AUGUSTO CAMARGOS SOUZA JUNIOR;PESSOA FÍSICA;SP;PIRACAIA
O LADO DE FORA FICA AQUI DENTRO;B2400151300000;15/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;25,2;;2024;;OUTROS MERCADOS;NÃO;MORINGA FILMES LTDA;42.587.648/0001-56;MG;BELO HORIZONTE
O LADRÃO DE GUARDA-CHUVA;B2400127700000;28/03/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;24,0;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;MAMUTE FILMES LTDA;42.548.189/0001-00;RJ;RIO DE JANEIRO
O LADRÃO DE VÍRGULAS;B2400168500000;22/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,3;;2024;;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;AREIA PRODUCOES ARTISTICAS LTDA;04.906.966/0001-43;RJ;RIO DE JANEIRO
O LENHADOR - O PASSADO NUNCA MORRE;B2400162400000;17/04/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;82,7;;2024;;SALAS DE EXIBIÇÃO;NÃO;PALETA DE CORES PRODUTOS DIGITAIS LTDA;24.773.928/0001-77;MG;UBERLÂNDIA
O LENHADOR ASSASSINO;B2400082400000;23/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;22,5;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;ARTENU7 FILMES LTDA;51.864.492/0001-02;SP;SÃO PAULO
O MACHADO DE ASSIS;B2400086500000;27/02/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;16,2;;2024;;SALAS DE EXIBIÇÃO;NÃO;DUPLA CRIAÇÃO & PUBLICIDADE LTDA - ME;04.113.319/0001-84;MA;SÃO LUÍS
O MAGO DAS FORMAS;B2400226800000;04/06/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA DE DURAÇÃO INDETERMINADA;67,7;13;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;AE PRODUCOES CULTURAIS LTDA EPP;12.355.705/0001-00;SP;CAMPINAS
O MENINO D'OLHO D'ÁGUA;B2400225500000;03/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;73,1;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;KINOTV LTDA.;02.298.682/0001-96;RJ;RIO DE JANEIRO
O MENINO, O AVÔ E OS BICHOS;B2400234100000;10/06/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;5,9;;2024;;OUTROS MERCADOS;NÃO;THIAGO HENRIQUE FERNANDES COELHO;PESSOA FÍSICA;MG;UBERLÂNDIA
O MICRONAUTA - AVENTURAS GIGANTESCAS EM ESCALAS MIICROSCÓPICAS;B2400182500000;02/05/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13;;2024;;OUTROS MERCADOS;NÃO;MACACO HÁBIL PRODUÇÕES AUDIOVISUAIS E CULTURAIS LTDA;26.565.286/0001-46;GO;GOIÂNIA
O MONSTRO;B2400212200000;21/05/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;104,5;;2024;;SALAS DE EXIBIÇÃO;NÃO;MARCIO JOSE REBELO VILLELA DE CASTRO;05.992.114/0001-89;SP;INDAIATUBA
O MONTE TABOR NA BÍBLIA;B2400241700000;13/06/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;3840;4;2024;2024;RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA);NÃO;FUNDAÇÃO JOÃO PAULO II;50.016.039/0001-75;SP;CACHOEIRA PAULISTA
